file,track_name,start_lat,start_lon,start_alt,distance_km,begin_time,end_time,time_gap_hours,start_month,start_year
1186.kml,,30.981965,81.274138,4672.581937,1.5009231206977205,2024-06-19 20:50:25,2024-06-21 07:00:22,34.17,6,2024
1188.kml,,30.97899,81.281756,4673.650766,0.7430564389708322,2024-06-20 17:30:13,2024-06-21 05:19:46,11.83,6,2024
1191.kml,,30.97818,81.283607,4673.736308,0.5672425794830293,2024-06-21 20:02:27,2024-06-23 12:07:33,40.09,6,2024
1192.kml,,30.978527,81.283062,4675.106821,0.6276398735919715,2024-06-22 16:56:09,2024-06-22 23:31:55,6.6,6,2024
1197.kml,,30.984825,81.270553,4695.995738,1.9659243667581408,2024-06-23 02:26:37,2024-06-24 03:21:20,24.91,6,2024
1198.kml,,30.9784147,81.2826688,4650.22,0.6390150430338787,2024-06-23 13:59:28,2024-06-24 05:49:20,15.83,6,2024
1203.kml,,30.977741,81.285459,4678.484263,0.4518618435778677,2024-06-23 18:13:50,2024-06-24 02:53:36,8.66,6,2024
1207.kml,,30.981504,81.275341,4675.402558,1.378839214648946,2024-06-25 04:06:00,2024-06-25 08:00:32,3.91,6,2024
1208.kml,,30.978523,81.283325,4673.732476,0.6138015804937315,2024-06-25 16:00:51,2024-06-26 22:36:41,30.6,6,2024
1209.kml,,30.9789596,81.2817686,4643.66,0.7396801755345583,2024-06-25 16:35:31,2024-06-27 06:22:47,37.79,6,2024
1210.kml,,30.9679251,81.2848404,4613.96,0.6784162791401206,2024-06-25 18:20:56,2024-06-26 04:41:14,10.34,6,2024
1212.kml,,30.97895,81.282123,4672.282641,0.7178766422790717,2024-06-25 20:51:46,2024-06-26 04:17:37,7.43,6,2024
1213.kml,,30.97827,81.28372,4650.2,0.5704028748395625,2024-06-26 00:08:52,2024-06-27 05:21:43,29.21,6,2024
1216.kml,,30.978249,81.28347,4673.656008,0.5806162679236082,2024-06-26 15:48:33,2024-06-28 05:25:00,37.61,6,2024
1217.kml,,30.981325,81.275599,4674.543607,1.3472012607034385,2024-06-26 16:04:29,2024-06-28 03:54:25,35.83,6,2024
1218.kml,,30.971177,81.28647,4652.192271,0.29425998263945063,2024-06-26 16:59:55,2024-06-28 08:00:20,39.01,6,2024
1222.kml,,30.9788626,81.2818556,4644.18,0.7260809297010666,2024-06-27 13:18:17,2024-06-28 04:19:03,15.01,6,2024
1225.kml,,30.978421,81.282929,4672.963619,0.6250238519904873,2024-06-27 21:28:27,2024-06-29 06:46:05,33.29,6,2024
1226.kml,,30.978429,81.282956,4672.44571,0.6242815232169453,2024-06-27 21:28:36,2024-06-29 06:43:10,33.24,6,2024
1227.kml,,30.97855,81.282423,4671.524642,0.6651801907704028,2024-06-28 16:27:33,2024-06-30 04:30:34,36.05,6,2024
1228.kml,,30.978372,81.282806,4672.784067,0.6274161738742748,2024-06-28 17:23:34,2024-06-30 03:51:56,34.47,6,2024
1229.kml,,30.978495,81.283061,4673.053219,0.6247264057228229,2024-06-28 17:42:03,2024-06-28 23:27:41,5.76,6,2024
1232.kml,,30.97902,81.282357,4674.136311,0.7108914445718416,2024-06-29 12:46:58,2024-06-30 22:05:18,33.31,6,2024
1235.kml,,30.97836,81.282872,4671.940116,0.6226407028958592,2024-06-29 17:26:17,2024-06-30 07:10:57,13.74,6,2024
1236.kml,,30.979164,81.281328,4671.586826,0.7841013254596972,2024-06-29 19:13:59,2024-07-01 06:43:58,35.5,6,2024
1238.kml,,30.9783552,81.2837484,4652.11,0.5773266954417023,2024-06-30 12:13:00,2024-07-01 02:01:36,13.81,6,2024
1245.kml,,30.978274,81.283261,4676.190049,0.5937100899279674,2024-07-02 01:43:29,2024-07-02 20:04:52,18.36,7,2024
1246.kml,,30.978345,81.283082,4678.139048,0.6097761407582017,2024-07-01 18:15:00,2024-07-09 10:16:35,184.03,7,2024
1249.kml,,30.980057,81.276719,4662.707407,1.1768700517307829,2024-07-02 19:02:51,2024-07-03 00:30:01,5.45,7,2024
1250.kml,,30.97839,81.283405,4684.102915,0.5972083782990077,2024-07-02 15:45:10,2024-07-02 18:07:10,2.37,7,2024
1251.kml,,30.978292,81.283254,4696.0,0.5957486069423347,2024-07-04 16:20:59,2024-07-06 05:07:19,36.77,7,2024
1252.kml,,30.978575,81.282234,4669.014536,0.6785141374422993,2024-07-04 16:38:21,2024-07-06 03:33:20,34.92,7,2024
1253.kml,,30.978437,81.282621,4672.628305,0.6437362187405696,2024-07-04 17:09:58,2024-07-06 02:56:40,33.78,7,2024
1254.kml,,30.978726,81.283577,4691.0,0.6213309241696747,2024-07-04 22:15:06,2024-07-06 06:44:50,32.5,7,2024
1259.kml,,30.978776,81.282974,4676.108335,0.6554196518733328,2024-07-05 20:04:12,2024-07-07 08:30:07,36.43,7,2024
1261.kml,,30.978608,81.282247,4668.563993,0.6806074546217931,2024-07-06 16:03:57,2024-07-07 21:34:34,29.51,7,2024
1262.kml,,30.98035,81.278028,4672.867007,1.0998298351873819,2024-07-06 16:18:30,2024-07-06 21:31:39,5.22,7,2024
1263.kml,,30.978269,81.283761,4675.068243,0.5683761447995099,2024-07-06 19:01:23,2024-07-11 17:45:09,118.73,7,2024
1264.kml,,30.972102,81.284405,4649.947391,0.2894627590557496,2024-07-06 16:00:48,2024-07-06 16:23:20,0.38,7,2024
1265.kml,,30.978406,81.282869,4671.114493,0.6269640760678822,2024-07-06 16:23:31,2024-07-06 18:40:04,2.28,7,2024
1268.kml,,30.9783398,81.283072,4649.8,0.6098374107984286,2024-07-07 15:31:27,2024-07-08 07:57:00,16.43,7,2024
1271.kml,,30.978244,81.283407,4673.280161,0.5833443503643624,2024-07-08 17:20:36,2024-07-10 03:10:32,33.83,7,2024
1274.kml,,30.979554,81.280144,4667.170894,0.8924122943739377,2024-07-08 17:32:38,2024-07-11 02:22:48,56.84,7,2024
1275.kml,,30.968548,81.28627,4637.392375,0.587210026511006,2024-07-08 17:38:10,2024-07-09 05:36:17,11.97,7,2024
1276.kml,,30.984641,81.270714,4676.271251,1.9411866120282666,2024-07-08 18:56:16,2024-07-09 03:53:43,8.96,7,2024
1278.kml,,30.978238,81.283437,4675.533788,0.5812506226515305,2024-07-08 18:36:39,2024-07-09 20:07:43,25.52,7,2024
1282.kml,,30.9784109,81.2834706,4658.65,0.595944032280673,2024-07-10 13:07:56,2024-07-12 03:03:45,37.93,7,2024
1283.kml,,30.978553,81.282289,4671.789959,0.6733288228094485,2024-07-10 16:26:54,2024-07-12 01:21:03,32.9,7,2024
1284.kml,,30.980383,81.277645,4674.763071,1.1298696739993017,2024-07-10 19:34:52,2024-07-12 06:37:46,35.05,7,2024
1285.kml,,30.9785606,81.2837965,4663.65,0.5952558571377834,2024-07-10 19:38:04,2024-07-11 05:54:23,10.27,7,2024
1286.kml,,30.979269,81.281148,4671.876082,0.8041596624530256,2024-07-11 00:49:32,2024-07-12 07:39:41,30.84,7,2024
1291.kml,,30.979202,81.280222,4664.754001,0.8595155849423854,2024-07-11 08:56:05,2024-07-13 02:26:25,41.51,7,2024
1292.kml,,30.977742,81.285771,4683.926871,0.44517653470341095,2024-07-10 19:28:41,2024-07-12 00:01:52,28.55,7,2024
1293.kml,,30.977761,81.285964,4684.725473,0.4440124742254716,2024-07-10 19:28:11,2024-07-12 00:01:25,28.55,7,2024
1296.kml,,30.978183,81.283613,4674.624232,0.5672319422832872,2024-07-11 19:36:58,2024-07-13 06:21:23,34.74,7,2024
1297.kml,,30.978234,81.283686,4675.745247,0.5685567653842559,2024-07-11 20:08:10,2024-07-12 07:09:11,11.02,7,2024
1298.kml,,30.978232,81.283533,4674.686366,0.5758511868152292,2024-07-11 17:23:16,2024-07-13 06:52:25,37.49,7,2024
1301.kml,,30.978456,81.283442,4673.775908,0.6016469880990843,2024-07-12 18:07:10,2024-07-13 22:27:17,28.34,7,2024
1302.kml,,30.9668836,81.2863427,4612.66,0.7716279873431188,2024-07-13 18:53:18,2024-07-14 05:30:31,10.62,7,2024
1306.kml,,30.978856,81.281901,4671.537193,0.722772400718238,2024-07-14 01:05:57,2024-07-14 02:36:24,1.51,7,2024
1307.kml,,30.97834,81.2834946,4652.3,0.5880114868428673,2024-07-14 12:50:33,2024-07-15 04:36:29,15.77,7,2024
1308.kml,,30.9786941,81.2820334,4677.0,0.7008448742907113,2024-07-14 12:52:01,2024-07-15 02:56:05,14.07,7,2024
1309.kml,,30.9822858,81.2704398,4628.03,1.812935817069883,2024-07-14 17:32:36,2024-07-15 22:29:04,28.94,7,2024
1311.kml,,30.9795193,81.2785596,4640.62,1.001411280554196,2024-07-15 11:01:38,2024-07-16 05:55:03,18.89,7,2024
1312.kml,,30.978234,81.283587,4684.357532,0.5733681617244617,2024-07-15 22:53:23,2024-07-17 08:54:25,34.02,7,2024
1313.kml,,30.975713,81.288707,4671.762013,0.28541389730305333,2024-07-15 14:47:59,2024-07-16 21:23:50,30.6,7,2024
1314.kml,,30.968119,81.2840331,4615.16,0.6822953949581055,2024-07-16 13:04:39,2024-07-17 03:14:54,14.17,7,2024
1315.kml,,30.978903,81.281044,4667.343637,0.7807414088348077,2024-07-16 18:03:53,2024-07-18 01:03:18,30.99,7,2024
1317.kml,,30.978046,81.284245,4678.209807,0.5248597466573804,2024-07-16 19:29:42,2024-07-18 03:47:44,32.3,7,2024
1320.kml,,30.981291,81.275463,4672.128462,1.3550787859406503,2024-07-17 15:40:39,2024-07-19 06:11:46,38.52,7,2024
1321.kml,,30.978957,81.281743,4671.047251,0.741007496811614,2024-07-17 17:33:45,2024-07-19 03:39:36,34.1,7,2024
1324.kml,,30.9793433,81.2813667,4650.4,0.7969712109843456,2024-07-19 00:19:23,2024-07-20 05:07:20,28.8,7,2024
1325.kml,,30.979754,81.279588,4668.129916,0.9456389231116512,2024-07-18 19:06:26,2024-07-20 06:33:45,35.46,7,2024
1326.kml,,30.978669,81.282868,4673.819948,0.6510420387100526,2024-07-19 15:44:40,2024-07-21 04:17:20,36.54,7,2024
1327.kml,,30.978627,81.282862,4674.830942,0.6474990869731183,2024-07-19 15:45:04,2024-07-21 04:05:55,36.35,7,2024
1328.kml,,30.979025,81.2819667,4652.3,0.7335756619013664,2024-07-19 16:14:18,2024-07-20 12:27:46,20.22,7,2024
1329.kml,,30.978358,81.283014,4673.158579,0.6146430126158345,2024-07-19 16:38:18,2024-07-21 03:45:21,35.12,7,2024
1330.kml,,30.972193,81.283569,4650.17611,0.3480007992041716,2024-07-19 17:28:34,2024-07-20 23:35:52,30.12,7,2024
1331.kml,,30.978207,81.2836123,4650.25,0.5695521957341058,2024-07-19 17:59:31,2024-07-21 04:47:58,34.81,7,2024
1335.kml,,30.977712,81.285804,4683.824611,0.44129370704904664,2024-07-20 17:15:14,2024-07-22 07:08:16,37.88,7,2024
1336.kml,,30.979325,81.280771,4668.469864,0.8327843830228233,2024-07-20 17:25:13,2024-07-21 02:59:35,9.57,7,2024
1338.kml,,30.980092,81.278635,4672.47747,1.0375676182904137,2024-07-21 14:23:43,2024-07-23 04:12:31,37.81,7,2024
1340.kml,,30.979199,81.279793,4659.210483,0.8890871850897152,2024-07-21 15:56:13,2024-07-22 05:34:20,13.64,7,2024
1345.kml,,30.979707,81.277888,4665.206431,1.064462005234061,2024-07-23 13:33:51,2024-07-25 05:20:53,39.78,7,2024
1346.kml,,30.970297,81.286445,4644.699319,0.3920600575245143,2024-07-23 18:40:34,2024-07-25 07:50:31,37.17,7,2024
1347.kml,,30.974396,81.281108,4649.847544,0.5360155181886956,2024-07-23 18:40:35,2024-07-23 18:53:38,0.22,7,2024
1348.kml,,30.978357,81.283013,4673.917368,0.6146060262708358,2024-07-23 18:48:11,2024-07-25 06:59:14,36.18,7,2024
1349.kml,,30.979604,81.279974,4667.119199,0.9077521840194063,2024-07-23 18:53:43,2024-07-25 07:35:44,36.7,7,2024
1350.kml,,30.97867,81.282201,4670.036636,0.6887335461995171,2024-07-23 19:03:47,2024-07-25 07:46:57,36.72,7,2024
1351.kml,,30.978421,81.282726,4679.214243,0.6363223421932364,2024-07-24 11:41:45,2024-07-25 07:09:20,19.46,7,2024
1352.kml,,30.978273,81.283463,4674.672546,0.5832349514638547,2024-07-24 18:43:13,2024-07-26 04:11:43,33.48,7,2024
1353.kml,,30.978273,81.283463,4674.672546,0.5832349514638547,2024-07-24 18:43:13,2024-07-26 04:11:43,33.48,7,2024
1354.kml,,30.9800923,81.2787954,4661.86,1.0263246915730158,2024-07-24 18:45:02,2024-07-25 08:07:58,13.38,7,2024
1356.kml,,30.9718075,81.2859218,4630.11,0.23509014285130458,2024-07-25 18:06:36,2024-07-26 02:26:41,8.33,7,2024
1357.kml,,30.96718,81.286654,4635.065317,0.7379688965089084,2024-07-25 19:38:26,2024-07-26 03:32:15,7.9,7,2024
1358.kml,,30.9784808,81.2837241,4655.9,0.5906792315155183,2024-07-26 14:50:26,2024-07-27 01:28:28,10.63,7,2024
1359.kml,,30.978218,81.283608,4676.074841,0.5708118174086305,2024-07-26 15:43:02,2024-07-28 04:12:21,36.49,7,2024
1361.kml,,30.976673,81.28562,4679.597409,0.33357715848464636,2024-07-26 20:10:28,2024-07-28 05:56:15,33.76,7,2024
1363.kml,,30.971969,81.284269,4648.854351,0.30897090460530074,2024-07-26 17:18:33,2024-07-28 09:22:04,40.06,7,2024
1364.kml,,30.969673,81.286164,4648.189341,0.4634679843903242,2024-07-26 12:08:40,2024-07-27 04:39:26,16.51,7,2024
1367.kml,,30.978134,81.283766,4671.126841,0.5551102245581437,2024-07-27 17:15:58,2024-07-29 08:45:04,39.48,7,2024
1373.kml,,30.978309,81.283122,4675.895395,0.6043204309898588,2024-07-28 18:22:26,2024-07-29 02:18:01,7.93,7,2024
1374.kml,,30.981149,81.273807,4654.633657,1.474146709771837,2024-07-29 01:13:59,2024-07-29 07:26:59,6.22,7,2024
1376.kml,,30.976691,81.287469,4676.0,0.3281402853219416,2024-07-28 12:07:01,2024-07-29 06:13:58,18.12,7,2024
1378.kml,,30.970141,81.281552,4643.436899,0.6379348585938949,2024-07-29 17:05:57,2024-07-31 08:55:07,39.82,7,2024
1379.kml,,30.970141,81.281552,4643.436899,0.6379348585938949,2024-07-29 17:05:57,2024-07-31 08:55:07,39.82,7,2024
1380.kml,,30.978976,81.281652,4670.64615,0.7481773972236087,2024-07-29 17:27:16,2024-07-31 07:18:55,37.86,7,2024
1382.kml,,30.968522,81.28601,4637.011118,0.592291062360883,2024-07-29 18:12:23,2024-07-30 04:24:32,10.2,7,2024
1383.kml,,30.9662487,81.2863792,4611.79,0.8420368030128509,2024-07-30 12:32:12,2024-07-31 06:12:55,17.68,7,2024
1385.kml,,30.978169,81.283749,4677.155161,0.5592899288552284,2024-07-30 16:44:33,2024-08-01 04:51:03,36.11,7,2024
1386.kml,,30.980117,81.278632,4669.849598,1.0396504115247687,2024-07-30 17:48:02,2024-08-01 06:18:07,36.5,7,2024
1389.kml,,30.9667075,81.2863472,4635.1,0.791174063435487,2024-07-31 12:48:55,2024-08-01 10:20:34,21.53,7,2024
1392.kml,,30.97833,81.282932,4675.830942,0.6165964071143483,2024-07-31 19:53:48,2024-08-02 06:08:02,34.24,7,2024
1393.kml,,30.978535,81.283283,4675.242288,0.617037659422816,2024-07-31 20:58:55,2024-08-02 05:43:59,32.75,7,2024
1394.kml,,30.978247,81.283605,4674.430257,0.5737255235463253,2024-07-31 21:49:15,2024-08-02 01:52:34,28.06,7,2024
1398.kml,,30.98359,81.272118,4678.958685,1.7637393362113707,2024-08-02 19:31:23,2024-08-03 03:52:28,8.35,8,2024
1399.kml,,30.9708352,81.2863218,4616.42,0.3333696287732028,2024-08-03 17:52:04,2024-08-04 05:48:45,11.94,8,2024
1403.kml,,30.978087,81.284213,4679.279298,0.5302997378401894,2024-08-03 20:24:05,2024-08-04 09:06:50,12.71,8,2024
1404.kml,,30.970016,81.283927,4648.554087,0.4979644299674988,2024-08-03 16:29:16,2024-08-05 05:43:11,37.23,8,2024
1405.kml,,30.966842,81.286646,4632.919809,0.7755561079988287,2024-08-04 12:41:52,2024-08-05 06:32:01,17.84,8,2024
1406.kml,,30.978439,81.282656,4674.142336,0.6419092662075507,2024-08-04 12:54:49,2024-08-05 06:51:19,17.94,8,2024
1407.kml,,30.978214,81.283541,4683.713266,0.5737463031177196,2024-08-04 14:32:58,2024-08-04 22:10:18,7.62,8,2024
1408.kml,,30.977734,81.285499,4686.639536,0.4501335900866935,2024-08-04 16:02:26,2024-08-05 20:17:47,28.26,8,2024
1409.kml,,30.976638,81.287377,4678.851685,0.32049469832132005,2024-08-04 11:06:23,2024-08-05 08:08:52,21.04,8,2024
1410.kml,,30.977752,81.285595,4682.22845,0.44986016983091504,2024-08-05 12:18:35,2024-08-05 12:25:48,0.12,8,2024
1413.kml,,30.978227,81.283512,4674.256235,0.5764268740061755,2024-08-06 16:59:01,2024-08-07 23:06:16,30.12,8,2024
1414.kml,,30.978153,81.283683,4674.166735,0.56094011849922,2024-08-06 17:23:54,2024-08-08 07:32:57,38.15,8,2024
1415.kml,,30.97822,81.283582,4675.105381,0.5722817550465922,2024-08-06 18:39:00,2024-08-08 08:17:32,37.64,8,2024
1416.kml,,30.972262,81.282197,4646.319706,0.4618810389857167,2024-08-06 18:41:20,2024-08-07 19:18:02,24.61,8,2024
1418.kml,,30.979862,81.279287,4669.461002,0.9746347630322111,2024-08-06 19:33:45,2024-08-08 06:29:27,34.93,8,2024
1420.kml,,30.968816,81.286198,4642.506723,0.5580171476367403,2024-08-06 19:06:44,2024-08-07 03:15:49,8.15,8,2024
1421.kml,,30.967765,81.286475,4636.149302,0.6732227497286843,2024-08-07 16:36:50,2024-08-09 05:52:39,37.26,8,2024
1423.kml,,30.978182,81.2835985,4653.74,0.5678529168219639,2024-08-07 17:16:03,2024-08-09 04:48:05,35.53,8,2024
1431.kml,,30.966809,81.286721,4632.936755,0.7792202555978542,2024-08-08 11:56:10,2024-08-09 09:37:37,21.69,8,2024
1432.kml,,30.979098,81.281494,4670.099639,0.7682535518396922,2024-08-08 16:45:20,2024-08-10 05:05:02,36.33,8,2024
1439.kml,,30.97874,81.282084,4670.536395,0.7017735995019457,2024-08-10 17:45:49,2024-08-11 00:32:15,6.77,8,2024
1440.kml,,30.978589,81.283685,4677.995513,0.6030321564044517,2024-08-10 19:26:50,2024-08-12 07:02:14,35.59,8,2024
1442.kml,,30.9780878,81.2841793,4658.56,0.5318173788059758,2024-08-10 22:13:13,2024-08-12 02:38:16,28.42,8,2024
1444.kml,,30.978776,81.281537,4667.249888,0.7385110998220344,2024-08-11 18:28:29,2024-08-12 06:24:57,11.94,8,2024
1445.kml,,30.978646,81.28187,4672.799054,0.7067413783514669,2024-08-10 18:03:35,2024-08-12 06:14:50,36.19,8,2024
1446.kml,,30.973082,81.287196,4659.309946,0.09489506722881416,2024-08-12 11:07:51,2024-08-12 19:03:36,7.93,8,2024
1448.kml,,30.978491,81.283296,4681.224009,0.6122271966327588,2024-08-12 12:08:23,2024-08-13 06:55:44,18.79,8,2024
1449.kml,,30.968307,81.283557,4636.320021,0.6815632213586458,2024-08-12 19:58:18,2024-08-14 02:21:51,30.39,8,2024
1450.kml,,30.966677,81.286615,4644.630571,0.7939239497971267,2024-08-13 12:59:14,2024-08-15 05:54:44,40.93,8,2024
1451.kml,,30.980369,81.275614,4668.172251,1.2828635557447476,2024-08-13 13:37:55,2024-08-14 05:45:01,16.12,8,2024
1452.kml,,30.97881,81.282057,4670.777274,0.7094617699105786,2024-08-13 18:04:18,2024-08-15 07:08:48,37.07,8,2024
1453.kml,,30.979059,81.281573,4670.392885,0.7600886131045131,2024-08-13 18:07:19,2024-08-15 05:35:00,35.46,8,2024
1454.kml,,30.978639,81.282228,4670.249126,0.6844333153503184,2024-08-13 18:21:55,2024-08-14 23:26:26,29.08,8,2024
1457.kml,,30.978599,81.282608,4672.493432,0.6589331139718365,2024-08-13 21:48:18,2024-08-15 08:04:43,34.27,8,2024
1458.kml,,30.97279,81.284677,4655.869028,0.2232610781710369,2024-08-14 00:04:33,2024-08-14 08:40:17,8.6,8,2024
1460.kml,,30.97864,81.282147,4673.798227,0.6893453734175293,2024-08-14 09:49:09,2024-08-15 02:44:30,16.92,8,2024
1461.kml,,30.97986,81.279299,4669.139381,0.9736532087864734,2024-08-14 14:04:38,2024-08-15 01:45:03,11.67,8,2024
1464.kml,,30.9782245,81.2837064,4657.74,0.5666658408922765,2024-08-14 16:44:26,2024-08-14 23:09:29,6.42,8,2024
1465.kml,,30.978873,81.282569,4676.58436,0.6858801450786487,2024-08-14 18:52:31,2024-08-16 08:56:48,38.07,8,2024
1466.kml,,30.979843,81.279425,4669.770371,0.9636808467973003,2024-08-14 14:04:22,2024-08-15 09:09:17,19.08,8,2024
1467.kml,,30.9782145,81.2837178,4659.7,0.565158750214631,2024-08-14 16:42:56,2024-08-16 04:09:22,35.44,8,2024
1472.kml,,30.978269,81.283246,4673.727618,0.5940351503895128,2024-08-15 19:47:42,2024-08-17 04:03:58,32.27,8,2024
1474.kml,,30.978779,81.28208,4670.23644,0.7053992464766817,2024-08-16 18:16:48,2024-08-18 06:22:06,36.09,8,2024
1478.kml,,30.978562,81.282167,4669.960985,0.6814111384003918,2024-08-18 16:41:30,2024-08-21 06:27:47,61.77,8,2024
1479.kml,,30.9784993,81.2822646,4646.46,0.6701306933643406,2024-08-18 16:42:13,2024-08-20 06:07:24,37.42,8,2024
1480.kml,,30.972146,81.286289,4653.738514,0.18965039410494167,2024-08-18 17:46:41,2024-08-19 02:21:25,8.58,8,2024
1481.kml,,30.978535,81.28252,4671.376554,0.6582357465265279,2024-08-18 18:01:49,2024-08-20 22:18:17,52.27,8,2024
1482.kml,,30.978403,81.283101,4691.978287,0.6141014728775254,2024-08-18 23:27:44,2024-08-20 13:16:00,37.8,8,2024
1484.kml,,30.971859,81.285403,4653.391887,0.24985662337803788,2024-08-19 18:04:59,2024-08-20 03:27:05,9.37,8,2024
1487.kml,,30.978595,81.2821306,4650.91,0.686448430419106,2024-08-20 15:37:59,2024-08-22 08:10:52,40.55,8,2024
1488.kml,,30.9785309,81.2823917,4645.96,0.6653345081952968,2024-08-20 15:37:58,2024-08-21 11:20:22,19.71,8,2024
1490.kml,,30.978532,81.282249,4671.237392,0.6738930439527117,2024-08-20 20:00:27,2024-08-22 07:24:54,35.41,8,2024
1491.kml,,30.978228,81.283662,4699.577468,0.5691374306048768,2024-08-21 00:08:43,2024-08-22 09:49:25,33.68,8,2024
1492.kml,,30.978317,81.283221,4675.452135,0.5998013043101484,2024-08-21 01:55:56,2024-08-22 04:58:28,27.04,8,2024
1494.kml,,30.978383,81.283134,4673.966196,0.6105035236548958,2024-08-21 13:23:35,2024-08-22 07:02:14,17.64,8,2024
1495.kml,,30.978116,81.283963,4676.8173,0.5441627777329873,2024-08-21 14:16:13,2024-08-22 05:16:32,15.01,8,2024
1498.kml,,30.978669,81.282235,4672.550181,0.6866369338784145,2024-08-22 13:30:08,2024-08-23 05:01:20,15.52,8,2024
1499.kml,,30.9783344,81.2830269,4649.35,0.6117861189290922,2024-08-22 17:48:13,2024-08-22 20:45:48,2.96,8,2024
1500.kml,,30.966455,81.286773,4631.91722,0.8186161946968654,2024-08-22 20:38:59,2024-08-24 17:59:29,45.34,8,2024
1501.kml,,30.978959,81.28196,4673.824765,0.7281911544093469,2024-08-23 00:30:39,2024-08-24 03:07:36,26.62,8,2024
1502.kml,,30.979007,81.281669,4671.648831,0.7497881278881391,2024-08-23 00:30:41,2024-08-24 03:06:56,26.6,8,2024
1503.kml,,30.978404,81.283614,4674.451674,0.588355415598518,2024-08-23 14:53:06,2024-08-24 23:02:43,32.16,8,2024
1505.kml,,30.97854,81.282394,4672.249491,0.6659971670982798,2024-08-23 18:43:00,2024-08-25 06:56:18,36.22,8,2024
1506.kml,,30.9725837,81.2846258,4630.3,0.23980459959130213,2023-07-22 18:04:01,2023-07-24 02:57:42,32.89,7,2023
1508.kml,,30.9787127,81.2826316,4665.38,0.6678719145592157,2024-08-23 23:44:46,2024-08-25 04:09:35,28.41,8,2024
1510.kml,,30.9671654,81.2864574,4629.01,0.7399155169754587,2024-08-25 18:19:12,2024-08-27 02:39:34,32.34,8,2024
1511.kml,,30.9671654,81.2864574,4629.01,0.7399155169754587,2024-08-25 18:19:12,2024-08-27 02:39:34,32.34,8,2024
1512.kml,,30.978373,81.283036,4677.398325,0.6148234090343238,2024-08-26 15:47:09,2024-08-27 05:17:23,13.5,8,2024
1513.kml,,30.978463,81.282409,4671.524486,0.6583788415283499,2024-08-26 16:48:13,2024-08-28 20:52:17,52.07,8,2024
1514.kml,,30.970062,81.283913,4646.605356,0.4943442964919302,2024-08-26 17:43:50,2024-08-28 06:32:56,36.82,8,2024
1517.kml,,30.978539,81.282351,4671.406745,0.6684383583503322,2024-08-27 17:19:25,2024-08-29 04:50:30,35.52,8,2024
1518.kml,,30.978226,81.283585,4674.776036,0.5727048083299476,2024-08-27 18:05:38,2024-08-29 04:13:08,34.13,8,2024
1519.kml,,30.978491,81.282431,4671.604749,0.6595316863228828,2024-08-27 18:19:36,2024-08-29 04:32:56,34.22,8,2024
1520.kml,,30.978955,81.282508,4673.36547,0.6966853223870342,2024-08-27 19:26:29,2024-08-28 03:05:14,7.65,8,2024
1521.kml,,30.978996,81.282336,4672.463081,0.7098898273660667,2024-08-27 19:26:48,2024-08-28 03:30:40,8.06,8,2024
1523.kml,,30.977813,81.285586,4683.272788,0.4566576866786119,2024-08-28 17:50:27,2024-08-29 01:55:05,8.08,8,2024
1524.kml,,30.981026,81.276031,4676.638204,1.2942758902439608,2024-08-28 18:33:49,2024-08-30 01:33:27,30.99,8,2024
1526.kml,,30.978839,81.282414,4678.78223,0.691391985081967,2024-08-29 00:10:54,2024-08-30 01:44:28,25.56,8,2024
1528.kml,,30.979223,81.281067,4671.219614,0.8054290166335116,2024-08-29 18:08:19,2024-08-30 01:56:36,7.8,8,2024
1530.kml,,30.977691,81.282437,4682.976548,0.5915742827602992,2024-08-29 18:02:34,2024-08-31 07:30:37,37.47,8,2024
1531.kml,,30.978671,81.282229,4670.791151,0.6871655396012631,2024-08-30 17:53:38,2024-09-01 06:22:24,36.48,8,2024
1532.kml,,30.980013,81.278919,4667.69789,1.01169006127622,2024-08-30 17:58:41,2024-09-01 07:13:41,37.25,8,2024
1535.kml,,30.971673,81.286206,4651.323101,0.2427784052629846,2024-08-31 15:10:46,2024-09-01 18:19:02,27.14,8,2024
1539.kml,,30.9789355,81.2820272,4644.01,0.7221804391923354,2024-09-01 17:35:24,2024-09-03 04:19:43,34.74,9,2024
1540.kml,,30.981244,81.275636,4674.329179,1.3388604299015001,2024-09-01 17:54:40,2024-09-02 02:45:00,8.84,9,2024
1541.kml,,30.97852,81.282293,4673.960169,0.6702240877418998,2024-09-01 19:53:23,2024-09-03 05:19:33,33.44,9,2024
1543.kml,,30.978484,81.282622,4670.879656,0.6478576980448068,2024-09-02 17:52:34,2024-09-04 06:03:01,36.17,9,2024
1545.kml,,30.973372,81.285535,4657.754528,0.12066189316063357,2024-09-02 19:03:51,2024-09-03 05:15:43,10.2,9,2024
1547.kml,,30.9784422,81.2823505,4648.97,0.6600464038112352,2024-09-03 18:13:17,2024-09-04 00:43:05,6.5,9,2024
1548.kml,,30.978777,81.282028,4672.611215,0.7083251022963976,2024-09-03 18:58:42,2024-09-05 08:54:46,37.93,9,2024
1549.kml,,30.97122,81.285752,4669.790157,0.30225124523638897,2024-09-03 20:58:39,2024-09-05 04:23:26,31.41,9,2024
1551.kml,,30.966989,81.28671,4633.345083,0.7592018946857974,2024-09-04 18:26:48,2024-09-06 03:01:07,32.57,9,2024
1552.kml,,30.978554,81.282273,4671.215883,0.6743671411249335,2024-09-04 18:53:40,2024-09-06 02:29:57,31.6,9,2024
